content
"Schools across the United States are canceling trips abroad, preparing online lessons and even rethinking  perfect attendance  awards as they brace for the possibility that the new coronavirus could begin spreading in their communities"
"Biden claimed that the World Health Organization  offered the [coronavirus] testing kits that they have available  to the U.S., but  we refused them.  Trump claimed it ""was a bad test."" Both are wrong"
"The Trump administration has proposed a plan to provide direct payments to some U.S. citizens, beginning April  , to blunt the economic impact of the coronavirus"
The Trump administration recently announced plans for a $  trillion emergency stimulus package to alleviate economic strain caused by the coronavirus pandemic
"Remdesivir has only been approved for a clinical trial, not for consumer use"
"  .  billion  refers to a different bill   the Coronavirus Preparedness and Response Supplemental Appropriations Act   that the Democrat-controlled House passed on March  . It provides $ .  billion for federal agencies to respond to the outbreak (which was more than the $ .  billion originally requested by the White House). The Republican-led Senate approved the measure the next day, and President Donald Trump signed it into law on March  , days before the post appeared on Facebook"
"In some cases people have been found to be infected, but clear of any symptoms"
Asymptomatic people can transmit the coronavirus to others
"It is possible to contract the coronavirus by touching a contaminated surface and then touching your mouth, nose or even eyes"
"The CDC advises people to wash their hands frequently, with soap and water for a minimum of    seconds, avoid touching their faces with unwashed hands, avoid close contact with sick individuals, and avoid social interactions generally to prevent community spread"
There is currently no specific medicine recommended to prevent or treat the new coronavirus
"While saline water or water with vinegar is sometimes used to help soothe a sore throat, but it doesn t kill the virus"
"While staying hydrated by drinking water is important for overall health, it does not prevent coronavirus infection"
The U.S. Centers for Disease Control and Prevention says hand sanitizers with   % alcohol can be used to help prevent contracting and spreading the virus
"Alcohol-based hand-sanitizers are effective for inactivation of commonly transmitted bacteria and viruses, especially lipid-enveloped viruses like coronaviruses"
Experts recommend working the sanitizer fully over both hands until completely dry
"The U.S. Food and Drug Administration has authorized the use of two tests, one from the Centers for Disease Control and Prevention and one from the New York State Department of Public Health. Neither agency is currently charging patients for the test"
"Jennifer Kates, the director of global health and HIV policy at the Kaiser Family Foundation, said in a phone interview,  there could be other costs incurred.  Visits to the doctor s office and the emergency room can cost patients money, she said, noting that some high-deductible insurance plans could effectively charge patients who go to the ER $ ,    or more"
"People can be found to be infected, but clear of any symptoms"
"Washing bed linen or towels at   C is a good idea, as this can kill any viruses in the fabric"
"Women seem to be less likely to die from coronavirus than men, and children appear to be less likely to die than other age groups"
Twitter will remove content that promotes unverified claims and misinformation about coronavirus
Facebook's chief says the social network is removing false claims and ads for fake cures
Amazon culls one million fake coronavirus products. The retail giant is removing fake cures and tackling unreasonable price hikes amid public concern
Amazon has banned more than one million products which claim to protect against the coronavirus - or even cure it
"WHO suggests only avoiding consuming ""raw or undercooked animal products"""
"As at    March, the latest data available when this claim was made, the UK ranked fifth (behind China, South Korea, Italy and Russia) for the number of Covid-   tests carried out"
"The WHO advises the public to wash their hands after handling money, especially if handling or eating food"
"The virus is   -    nanometres wide, and a mask, although sometimes necessary, won t guarantee that you don t get Covid-  "
Wisconsin is the only state where all Republicans voted against protecting its citizens
No city in the state can quarantine itself without state approval
"The CDC reported that between mid-February and mid-March,   % of the hospitalizations for coronavirus were for patients age   -   and   % were age   -  "
Experts say the sun's UV light isn't intense enough to rely on as a disinfectant of the coronavirus
"     coronavirus can live for ""up to   hours in the air, up to   hours on copper, up to    hours on cardboard up to   days on plastic and stainless steel. "
"Health officials advise people to wash their hands regularly, avoid touching their faces and disinfect their homes daily to prevent the spread of the coronavirus"
Research shows the genetic makeup of COVID-   precludes it from being man-made
"Kelly Alexander says ""most"" NC legislators are in the ""high risk age group"" for coronavirus"
Spectrum will provide free internet to students during coronavirus school closures
Gaetz and Cruz both placed themselves in self-quarantine after coming in contact with a person who tested positive for the coronavirus at a conservative political conference
"As a Florida state representative, Gaetz voted for a      bill to ban cities from requiring employers to offer paid sick leave"
Cruz voted against an amendment in the U.S. Senate in      that would have provided seven days  paid sick leave
The WHO never offered to sell test kits to the United States
The CDC in U.S. opted to develop its own coronavirus test and did not use the WHO s protocol for the test
The CDC does have the power to isolate people with certain infectious diseases and quarantine those who had contact with an infected person
"Most quarantine decisions are up to states and localities, rather than the CDC"
"Some states are only getting    tests per day, and the Utah Jazz got   "
"After Utah Jazz center Rudy Gobert tested positive for the novel coronavirus, the state of Oklahoma administered tests to    people in a matter of hours"
Reports from the World Health Organization and the U.S. CDC found that mild cases account for   -to-  % of all cases
Holding your breath for    seconds isn t a way to test that you don t have COVID-  
The only way to test for COVID-   right now is via laboratory testing
Older Americans and those with chronic conditions are advised to reconsider all travel plans to avoid COVID-  
"Tom Hanks and Rita Wilson tested positive for COVID-   in Australia, where Hanks is shooting a movie"
"Health insurance companies said they will waive costs for coronavirus tests, not treatment"
Whole of Italy goes into quarantine
"In Italy, people must stay home except for work or emergencies"
"Italian prime minister has announced that the entire country goes into quarantine, as part of emergency measures aimed at halting the spread of the coronavirus"
"The Itali government s extraordinary measures, announced at Palazzo Chigi late on   March, comes amid a worsening of the coronavirus outbreak. The new stringent measures, covering the entire country, and would take effect tomorrow morning"
The United States is actually screening fewer people (for the coronavirus than other countries) because we don't have appropriate testing
"Coronavirus testing is free, but there could be other costs"
"Charlie Kirk stated on February   ,      in a tweet:  Three Chinese nationals were apprehended trying to cross our Southern border illegally. Each had flu-like symptoms. Border Patrol quickly quarantined them and assessed any threat of coronavirus. "
The Chinese government has ordered for the swift cremation of patients who die after contracting the coronavirus
Global health agencies and medical mask producers agree that the colored side of the mask should always be worn on the outside
Andrew McCarthy: Coronavirus takes precedence for Congress but FISA awaits action
The IOC said Thursday it is  not aware of any link  between an Olympic boxing tournament it oversaw in London this month and positive coronavirus tests for people who were there
Cheesecake Factory claims it can't pay April rent because of coronavirus pandemic
"House Speaker Nancy Pelosi on Thursday claimed that Democrats  won the day  in obtaining what they wanted from the Senate s $ .  trillion coronavirus response stimulus package, while hinting at other items she would like to see included in a forthcoming bill"
Protesters on the Mexican side of a border crossing with Arizona blocked southbound lanes Wednesday demanding the Mexican government require health screening for travelers entering Mexico from the United States to prevent the spread of the coronavirus
NBC Universal CEO Jeff Shell tested positive for coronavirus
Florida restaurant diner leaves $  K tip to help employees during coronavirus outbreak
"Americans must support their first responders at the forefront of the war with coronavirus (COVID-  ), First Responders Children Foundation's President Jillian Crane urged Thursday"
"South Korea adopts 'no-tolerance' coronavirus quarantine policy, violators risk deportation, jail"
"Amid the uptick of coronavirus cases in Louisiana, former Louisiana Health Department Secretary Rebekah Gee told Fox News on Thursday that the Pelican State s medical facilities need immediate support"
Rob Reiner took to Twitter to accuse President Donald Trump of causing people in New York to die amid the ongoing coronavirus pandemic
"Chicago cracks down over coronavirus, tells residents don t go on long runs or bike rides"
Maria Bartiromo on jobless claims spiking to record-high as coronavirus shuts down economy
"Zachery Bryan: Coronavirus hits Hollywood's hardworking families, too   don't judge them by clueless celebs. During a recent conversation with a longtime friend who works in the entertainment industry, she expressed concern that if the coronavirus shutdown goes on too long, they won t be able to make their monthly housing payment"
"McDonald's reducing menu, eliminating all-day breakfast during coronavirus outbreak"
UFC President Dana White emphatically refuted reports that the company was laying off workers in the middle of the coronavirus pandemic on Wednesday
"Jo-Ann craft stores are giving away free kits to make face masks, gowns"
"A Missouri man who was plotting to bomb a hospital was killed in a shooting this week after he  decided to accelerate his plan  due to the coronavirus pandemic, federal authorities said Wednesday"
"An Alabama resident who tested positive for the novel coronavirus, COVID-  , has died, according to the state s health department"
New Orleans emerging as major coronavirus outbreak epicenter. COVID-   infections spike in Louisiana
Denver Broncos general manager and team president John Elway joined calls for the NFL to postpone the draft because the coronavirus pandemic has made it difficult for teams that need more time to better vet their prospects
A provision in the $  trillion coronavirus response package that Republican senators had warned could fuel layoffs looks likely to remain in the text -- after an   th-hour effort to remove it in the Senate was shot down
"Washington bans recreational fishing, shellfishing to slow coronavirus spread"
"President at First Responders Children's Foundation, Jillian Crane, discusses how the benefit special will pay tribute to health care workers on the front lines working to treat COVID-   patients;  FOX Presents the iHeart Living Room Concert for America  will air on Sunday at   p.m. ET"
Dr. Siegel says some 'mathematical modeling' about coronavirus is spreading panic
The Senate on Wednesday passed an unprecedented $  trillion stimulus package to provide health care and economic aid amid the coronavirus outbreak and national shutdown of American daily life
Hertz offering free car rentals to health care workers in New York City
US Navy ship headed to Los Angeles for coronavirus relief: Here's a look inside
Three American couples that arrived in India earlier this month to finalize long-awaited adoptions are now suddenly stuck in the country until at least April    because of the newly implemented national coronavirus lockdown
"LeBron James, foundation feed over     students at I Promise School for Taco Tuesday amid coronavirus outbreak"
Sports leagues across the globe have suspended their seasons in response to the COVID-   outbreak
Rep. Dan Kildee: Senate s bipartisan COVID-   bill will support families through crisis
"Arizona pizzeria gets $ ,    from anonymous customer, owner uses it to pay staff's most urgent bills"
"Dyson, famous for its high-end vacuum cleaners and other domestic appliances, is applying its expertise to build ventilators for coronavirus patients"
Hilaria and Alec Baldwin revealed that they don t discuss the coronavirus around their three children in an effort to avoid  contaminating them with fear. 
NY becomes first state to test plasma treatment for COVID-  
"Peter Navarro: White House working with FEMA, HHS to ensure health care workers receive protective gear"
"Coronavirus package has $    million to help states beef up mail-in voting. The funds would assist states as they expand voting by mail, early voting, online registration and make in-person voting safer for all"
"The Pentagon said Thursday cases of the novel coronavirus have quadrupled in the U.S. military since last week, with more than     service members now infected around the world"
Angelina Jolie s son has returned to the United States after his semester at college was canceled due to the ongoing coronavirus pandemic
"Harvey Weinstein is 'feeling well' after coronavirus diagnosis, struggling with life in prison"
"Coronavirus cuts: Airlines slash snacks, drinks and middle seats during pandemic. Alaska Airlines, American Airlines, Delta Air Lines and Southwest Airlines are all making changes"
"Doctors in distress, quarantine send SOS for more protective gear, tests: 'It s a complete mess'. Frontline health care providers around the country are sounding alarm bells about the lack of protective gear and lack of rapid response testing -- and some are even doing so from quarantine"
The Department of Health and Human Services on Thursday implemented President Trump s executive order to prevent the hoarding of certain health and medical resources necessary to respond to the coronavirus outbreak
"Italy s coronavirus cases slow for fourth day in a row   but Spain s death toll jumps past  ,   "
"Texas Congressman Michael McCaul, Republican member of the House Foreign Affairs Committee, reacts to the shortage of medical supplies for nurses and doctors amid the coronavirus outbreak. He says front-line health care workers are biggest priority in $ T relief bill"
"Meghan Markle has forbidden Prince Harry from traveling amid the coronavirus pandemic, including a trip overseas to see his father Prince Charles, who tested positive for COVID-  "
"France has turned a high-speed train into an intensive care unit to evacuate citizens infected with the coronavirus from overwhelmed hospitals in the outbreak s epicenter in the northeastern region, an innovation the government has called a  first in Europe. "
"House Minority Leader Kevin McCarthy, R-Calif., said Thursday that he believes the House of Representatives will pass the over $  trillion emergency stimulus bill which made it through the Senate hurdle Wednesday night"
Alyssa Milano is calling on President Donald Trump to convert his hotels in the United States to hospitals to help sick people during the ongoing coronavirus pandemic
"Homeless man in Las Vegas tests positive for coronavirus, was in facilities while symptomatic: officials"
Detroit Pistons forward Christian Wood has made a full recovery from the coronavirus
The final version of the Senate s coronavirus stimulus package left out billions of dollars that had been planned for the Department of Energy to go toward replenishing the nation s Strategic Petroleum Reserve
New Orleans Saints head coach Sean Payton said in a radio interview Wednesday he was  cleared  and  doing well  a week after he announced he had contracted the coronavirus
"Taylor Swift, Ariana Grande send donations to fans affected by coronavirus. Two of the world's biggest pop stars are giving back to their fans as the coronavirus pandemic has left many out of work and without paychecks"
"Chicago Mayor Lori Lightfoot is warning residents not to go on long runs or bike rides in the city s latest effort to crack down over the spread of coronavirus in the city, even cautioning that residents could be arrested should they break the rules"
"Senate coronavirus bill includes union protection measure. Businesses with between     and   ,    employees that accept loans to tide them over until the pandemic abates will not be allowed to get rid of any collective bargaining agreement that they already have and will be barred from taking sides on any efforts by their employees to unionize"
"An agent for Minnesota Timberwolves star Karl-Anthony Towns on Wednesday gave a promising update on the center s father, Karl Towns Sr., who was diagnosed with coronavirus"
  Costa cruise ships heading toward Florida with dozens of sick crew members on board
"As the coronavirus pandemic continues to worsen around the globe and the need for ventilators intensifies, Tesla and SpaceX Elon Musk said his companies ""will do anything in our power"" to help New Yorkers"
More than     U.S. Army soldiers are deploying in New York Thursday to provide a  full range of health care services  to the state fighting the most coronavirus cases in the country
New York s Elmhurst Hospital at coronavirus breaking point as    patients die in   -hour span
"Dr. Anjali Bharati, an emergency medicine physician at Northwell Health in New York City, said on  Fox & Friends  on Thursday that the volume of emergency cases related to the novel coronavirus has  definitely gone down  this week, however, the severity of the symptoms has  really kicked up a notch. "
"Both Iowa and the U.S. State Department are working desperately to help Americans stuck abroad amid coronavirus-related border closures come home, Sen. Joni Ernst, R-Iowa, said Thursday"
"Prince Charles is 'enormously grateful' for the kind messages he's received following his coronavirus diagnosis, his office confirmed"
"As the COVID-   pandemic is forcing Americans to shelter at home amid an election year, the government is ready to help states beef up mail-in voting with additional funds. Check out how the coronavirus stimulus package is set to make voting safer for all"
The $  trillion spending package to boost the economy in response to the coronavirus crisis includes a $    million pot of money for  Migration and Refugee Assistance  -- the latest item in the legislative behemoth that is angering critics
"American Red Cross staff members express concern over lack of surgical masks for staff, volunteers and donors"
"As the world struggles to contain the coronavirus outbreak, experts are harnessing  -D printing technology in an effort to make in-demand items, such as components for masks and face shields"
"With Amazon under fire for allegedly unsafe conditions in its distribution centers and warehouses in the U.S. and Europe, another worker at the Jeff Bezos-led company has tested positive for coronavirus"
WNBA draft will be virtual event this season due to pandemic
Former Vice President Joe Biden wants Americans to know how he d implement the massive $  trillion coronavirus package to jumpstart the economy if he were in the White House
"US needs to be prepared for second wave of coronavirus outbreak, Dr. Fauci warns"
"A pastor in Pennsylvania apologized to his community after keeping his church's doors open Sunday amid coronavirus concerns and being flooded with ""hateful comments."""
"Google sees     percent increase in phishing websites during COVID-   pandemic, report reveals"
Restaurant owners in the New York City borough of Brooklyn   which has one of the highest concentrations of coronavirus cases in the U.S. -- tell Fox News they are now scrambling to keep their businesses afloat as bills are mounting and sales are plummeting during the outbreak
Ford aiming to restart truck production on April    after coronavirus-related closures
"Idris Elba gives coronavirus health update, says he and wife still not experiencing any symptoms"
"Rita Wilson says she's 'feeling good, still in quarantine'   weeks after testing positive for coronavirus. Tom Hanks' wife has provided a health update two weeks after testing positive for the coronavirus"
Texas included abortion among unnecessary medical procedures it ordered stopped to conserve medical resources during the coronavirus pandemic
The NHL announced Wednesday it postponed three events slated for June because of the growing uncertainty around the impact the coronavirus will have on the league
Real Madrid star Luka Jovic is facing jail time for breaking coronavirus quarantine in Spain to see his pregnant girlfriend last week in Serbia
NY emergency doctor says patients' COVID-   symptoms are slowly growing more severe
"Life Time Fitness CEO Bahram Akradi said Wednesday his company will be forced to furlough almost all of its workforce if Congress doesn't act and President Trump is unable to set an ""end date"" for the economic shutdown caused by coronavirus"
Conor McGregor makes generous purchase to help Irish hospitals fighting coronavirus
Major League Baseball Commissioner Rob Manfred expressed optimism about a return date Wednesday   one day before Opening Day was set to begin but was delayed because of the coronavirus outbreak
"Co-owner of Bendt Distilling Company Natasha DeHart has shifted her whiskey distillery s production to combat the coronavirus by helping her Dallas County community to produce and provide free hand sanitizer to local law enforcement, hospitals and first responders"
New Jersey restaurant owner takes out $  K loan to pay employees during coronavirus crisis
People in U.S. who intentionally spread coronavirus could face criminal charges
"Leaders of the world's most powerful economies will convene virtually on Thursday to try and coordinate a response to the fast-spreading coronavirus, which has shuttered businesses and forced well over a quarter of the world's population into home isolation"
FISA court delays deadline for DOJ's proposed reforms amid coronavirus
Texas female distillery founder provides much-needed hand sanitizer to first responders
     Indy     postponed from May to August due to coronavirus crisis
CEO of Sanguine Biosciences Brian Neman joins Trace Gallagher to discuss how phlebotomists have stepped in to help with COVID-   research in select cities
Former Advisor to Lady Thatcher Nile Gardiner joins Trace Gallagher to discuss how the United Kingdom has handled the coronavirus
International Lawyer David Tarfuri joins Trace Gallagher to discuss India's decision to lockdown for    days amid coronavirus pandemic
"Sen. Steve Daines, State Dept facilitate last-minute escapes for citizens trapped abroad amid coronavirus pandemic"
Federal agents on Wednesday arrested a Southern California man who allegedly claimed to have a cure for the coronavirus and was selling the fake antidote using Earvin  Magic  Johnson s name as a ruse to lure investors
Los Angeles' historic and exclusive Chateau Marmont has reportedly laid off almost all of its employees as the coronavirus pandemic has forced occupancy rates to lower than    percent in Southern California
"The Environmental Protection Agency (EPA) suspended its enforcement of a variety of environmental laws on Thursday, saying that industries could have trouble complying with them due to the coronavirus pandemic.T"
Singapore has begun penalizing people who refused to adhere to social distancing in the latest bid to curb the virus
Coronavirus in the heartland:    people test positive after church event in Arkansas
"Kim Kardashian is spending her coronavirus quarantine time thumbing through old snaps of herself on getaways, and wishing she was on vacation"
"Gov. Gretchen Whitmer's Department of Licensing and Regulatory Affairs warns that prescribing hydroxychloroquine or chloroquine for treatment of COVID-   'without further proof of efficacy' may be investigated for administrative action; reaction from Dr. Jeff Colyer, former Kansas governor"
"R. Kelly asked to be freed from a federal jail on Thursday, citing coronavirus concerns as the reason for his release"
The Department of Homeland Security announced Thursday it would be delaying the deadline for Americans to apply and receive a REAL ID-- a driver's license with a gold star in the top right corner-- due to the coronavirus pandemic
Italian engineers help coronavirus patients by harnessing snorkel masks for CPAP machines
"A custodian with the New York Police Department died Thursday from the coronavirus, the nation's largest police agency said"
"Hilarie Burton says she's been sewing masks for health care workers, encourages fans to do the same"
"Tom Hanks,   , one of America's most iconic actors revealed that he tested positive for coronavirus while in Australia to film a movie. Since then, he's offered fans several updates on his condition, assuring fans that he's well taken care of and urging them to be diligent and proactive"
"Rita Wilson,   , the wife of Hanks, also fell ill with her hubby down under. She seems to be in good spirits, however, as she shared her playlist that she's been listening to while in quarantine, which includes Billy Idol s  Dancing with Myself,  the Bee Gees'  Night Fever,  MC Hammer s  U Can t Touch This  and more"
"Idris Elba announced on Monday that he tested positive for coronavirus despite being asymptomatic. Since then, the   -year-old actor has updated his fans, saying that he's ""feeling OK,"" and urging followers to take care of themselves"
"Known for his role in ""Game of Thrones,"" Kristofer Hivju,   , told the world about his COVID-   diagnosis on Monday. In his Instagram post, he explained that he's in ""good health"" and asked fans to ""be careful, wash your hands"" and maintain the proper distance between themselves and others"
"""Quantum of Solace"" Bond girl Olga Kurylenko,   , recently announced that she tested positive for the novel virus. The actress explained that she was denied a hospital bed because the facility was full amid the crisis"
"Hollywood newcomer Rachel Matthews,   , revealed that she's among those suffering from coronavirus. In an attempt to help others identify the virus, the ""Frozen II"" actress shared a timeline of her symptoms, saying that things started with a ""sore throat, fatigue and headache,"" before having a fever, body aches and a ""deep, dry cough."""
"Daniel Dae Kim,   , announced on Thursday that he has tested positive for COVID-  . Kim said that he received a test after experiencing a scratchy throat. He also said that he s willing to donate antibodies to find a vaccine"
"Singer-songwriter Charlotte Lawrence,   , said on March    that she had contracted the virus. In her Instagram announcement, Lawrence asked her fans ""to protect those less able to survive this virus."""
"The former ""Bachelor"" star,   , revealed he tested positive for COVID-   in a post on social media.  I want to let you guys know: I m   , I consider myself pretty healthy, I work out regularly, I eat healthy, and I became symptomatic a few days ago, got my test results back today, and they are positive,  he said in an Instagram video on Friday,  It s been kicking my ass, just to put it pretty bluntly,  Underwood added.  The main thing is I can t even walk up a flight of stairs without being out of breath or go to the bathroom without having to sit down because I m exhausted. "
"The late-night host and Bravo's leading man,   , revealed he tested positive for coronavirus on Friday. ""After a few days of self-quarantine, and not feeling great, I have tested positive for Coronavirus,"" he wrote on social media. ""As much as I felt like I could push through whatever I was feeling to do #WWHL from home, we re putting a pin in that for now so I can focus on getting better. I want to thank all the medical professionals who are working tirelessly for all of us, and urge everybody to stay home and take care of themselves."""
"The actress,   , announced that she has contracted coronavirus. In an Instagram post, Mazar revealed that she'd experienced similar symptoms to those brought about by the coronavirus in weeks past before coming down with them again. After a brief struggle to obtain a test, Mazar found that she had contracted the virus"
"Bon Jovi keyboardist has contracted coronavirus as well. The   -year-old musician made the announcement on Instagram, noting that he's ""feeling better each day."" He also urged his followers to remain calm, explaining that worse sicknesses have spread across the globe in the past"
"Opera sensation Pl cido Domingo recently informed fans that he's tested positive for the virus. Domingo,   , said on Facebook that announcing his diagnosis was his ""moral duty"" and assured fans that he and his family, all in quarantine, are in ""good health."""
"A model and former Miss Hawaii, Jeann  Kapela,   , announced on Facebook that she has tested positive for the novel virus. Kapela's post contained a direct message to Harry Kim, mayor of Hawaii's Big Island:  I call upon Big Island Mayor Harry Kim to enact stronger measures to protect our island from coronavirus. It is imperative that our mayor implements a mandatory   -day shelter-in-place order four [sic] our county and prohibit all nonessential travel to and from the Big Island. ""Additionally, our state should close all schools indefinitely to protect teachers and our keiki, while quickly instituting a two-week quarantine for all travelers entering the islands. "
"Known best for appearing in ""The Young and the Restless,"" Greg Rikaart,   , announced his diagnosis on Instagram. He said in his post that despite being in relatively good health, his experience fighting coronavirus ""has been the hardest experience of my life."" He also revealed that he also developed pneumonia, but that he's now ""turned the proverbial corner,"" and is healing"
"Star of stage and screen Laura Bell Bundy,   , has also announced that she's contracted coronavirus. In her Instagram announcement, Bundy said that her symptoms have been ""minor,"" which she credits to ""taking care of"" herself by taking nutritional supplements and herbs prescribed to her by doctors. She also urged her followers to ""stay inside"" to avoid furthering the outbreak"
"Rapper Scarface -- real name Brad Jordan -- has revealed that he tested positive for coronavirus. The musician made the announcement on his former bandmate's YouTube channel, saying the last few weeks have ""been an ordeal."""
"Gwen Stefani is helping Blake Shelton out with his mullet, which he's growing out as a ""symbol of hope"" during the coronavirus quarantine"
"The coronavirus pandemic has forced Florida racing tracks to close, and  ,    greyhounds are now looking for homes"
"The number of Americans filing for unemployment surged to  .  million, shattering a decades-old record in jobless claims amid the coronavirus pandemic; Fox News Chief White House correspondent John Roberts reports"
